400	12976.7109380000
401	12938.6601560000
402	12901.1806640000
403	12862.9902340000
404	12825.6152340000
405	12788.5654300000
406	12751.1601560000
407	12711.8603520000
408	12676.6992190000
409	12641.4218750000
410	12605.2382810000
411	12569.3886720000
412	12533.8398440000
413	12495.7783200000
414	12460.4267580000
415	12426.8476560000
416	12392.8007810000
417	12357.8427730000
418	12323.5615230000
419	12287.4697270000
420	12254.2363280000
421	12220.1669920000
422	12186.0058590000
423	12153.1406250000
424	12120.5107420000
425	12086.0703130000
426	12054.4179690000
427	12021.6582030000
428	11988.1953130000
429	11956.0214840000
430	11925.2382810000
431	11891.0683590000
432	11859.5488280000
433	11828.7392580000
434	11797.1171880000
435	11765.4560550000
436	11735.3115230000
437	11703.2714840000
438	11672.2832030000
439	11641.8642580000
440	11611.7207030000
441	11581.7646480000
442	11551.3925780000
443	11520.0234380000
444	11491.2949220000
445	11461.8984380000
446	11432.3261720000
447	11403.4677730000
448	11373.4238280000
449	11344.5751950000
450	11315.5830080000
451	11287.0820310000
452	11258.8847660000
453	11230.6904300000
454	11201.3544920000
455	11173.3906250000
456	11145.5830080000
457	11117.9453130000
458	11090.3730470000
459	11062.8730470000
460	11034.8496090000
461	11008.3779300000
462	10981.6601560000
463	10954.3076170000
464	10927.0449220000
465	10900.4843750000
466	10873.4667970000
467	10847.5585940000
468	10821.5078130000
469	10795.2832030000
470	10769.4960940000
471	10743.9912110000
472	10717.1533200000
473	10691.3847660000
474	10665.9746090000
475	10641.0175780000
476	10615.9726560000
477	10589.9335940000
478	10564.9921880000
479	10540.1699220000
480	10515.5839840000
481	10491.1425780000
482	10466.6855470000
483	10441.6660160000
484	10417.3906250000
485	10393.1923830000
486	10368.6992190000
487	10343.5625000000
488	10321.1406250000
489	10299.4912110000
490	10274.8007810000
491	10250.6113280000
492	10227.4257810000
493	10204.4482420000
494	10180.4091800000
495	10157.5195310000
496	10134.9121090000
497	10112.0390630000
498	10089.2519530000
499	10066.0722660000
500	10043.5166020000
501	10021.3388670000
502	9999.14355500000
503	9976.90234400000
504	9955.00488300000
505	9932.53222700000
506	9910.70800800000
507	9888.81445300000
508	9867.19628900000
509	9845.70507800000
510	9823.64062500000
511	9802.30859400000
512	9780.89843800000
513	9759.82617200000
514	9738.96191400000
515	9718.00097700000
516	9696.54492200000
517	9675.73828100000
518	9655.01171900000
519	9634.35546900000
520	9613.81054700000
521	9592.94726600000
522	9572.64355500000
523	9552.41601600000
524	9532.21093800000
525	9512.11328100000
526	9492.07910200000
527	9471.69140600000
528	9451.86718800000
529	9432.19824200000
530	9412.55859400000
531	9392.93554700000
532	9373.05273400000
533	9353.63281300000
534	9334.24414100000
535	9314.96386700000
536	9295.82910200000
537	9276.37988300000
538	9257.36523400000
539	9238.42382800000
540	9219.60253900000
541	9200.88085900000
542	9181.94433600000
543	9163.18261700000
544	9144.65918000000
545	9126.25195300000
546	9107.85937500000
547	9089.24902300000
548	9070.95117200000
549	9052.74023400000
550	9034.66210900000
551	9016.67675800000
552	8998.72851600000
553	8980.49414100000
554	8962.63671900000
555	8944.87695300000
556	8927.24414100000
557	8909.62793000000
558	8891.79687500000
559	8874.37793000000
560	8857.07519500000
561	8839.78515600000
562	8822.59960900000
563	8805.17089800000
564	8788.17089800000
565	8771.15332000000
566	8754.15722700000
567	8737.27148400000
568	8720.19238300000
569	8703.36132800000
570	8686.50878900000
571	8669.62304700000
572	8652.99121100000
573	8636.26562500000
574	8619.48437500000
575	8602.45214800000
576	8585.97753900000
577	8569.56250000000
578	8552.41308600000
579	8535.90039100000
580	8519.63085900000
581	8503.43945300000
582	8487.86914100000
583	8472.03027300000
584	8456.54980500000
585	8440.45703100000
586	8424.33886700000
587	8408.82714800000
588	8393.08398400000
589	8377.27441400000
590	8361.79589800000
591	8346.32617200000
592	8330.48632800000
593	8314.42773400000
594	8298.70996100000
595	8283.33984400000
596	8268.17871100000
597	8253.30273400000
598	8238.22070300000
599	8223.23046900000
600	8208.43261700000
601	8193.67578100000
602	8178.69335900000
603	8163.95117200000
604	8149.20703100000
605	8134.79101600000
606	8120.41894500000
607	8105.70507800000
608	8091.28320300000
609	8077.01660200000
610	8062.72070300000
611	8048.32031300000
612	8033.84375000000
613	8019.64648400000
614	8005.50390600000
615	7991.43847700000
616	7977.49609400000
617	7963.36621100000
618	7949.38574200000
619	7935.44433600000
620	7921.58691400000
621	7907.55371100000
622	7893.88476600000
623	7880.09960900000
624	7866.33886700000
625	7852.80664100000
626	7839.21875000000
627	7825.80664100000
628	7812.39453100000
629	7799.08984400000
630	7785.89062500000
631	7772.77636700000
632	7759.95410200000
633	7747.24218800000
634	7734.65820300000
635	7722.21386700000
636	7709.87109400000
637	7697.44531300000
638	7684.97753900000
639	7672.45019500000
640	7659.74023400000
641	7647.17871100000
642	7634.60546900000
643	7622.01367200000
644	7609.27734400000
645	7596.54101600000
646	7583.85449200000
647	7571.17871100000
648	7558.48632800000
649	7545.78125000000
650	7533.26953100000
651	7520.85546900000
652	7508.56933600000
653	7496.29687500000
654	7484.16210900000
655	7472.04980500000
656	7459.63769500000
657	7445.34570300000
658	7432.18554700000
659	7424.57714800000
660	7412.40527300000
661	7397.35937500000
662	7385.70898400000
663	7373.29492200000
664	7360.99804700000
665	7348.67382800000
666	7336.30371100000
667	7323.92675800000
668	7311.69433600000
669	7299.53613300000
670	7287.58203100000
671	7275.66406300000
672	7263.92968800000
673	7252.29687500000
674	7240.77539100000
675	7229.17187500000
676	7217.64257800000
677	7206.18945300000
678	7194.74414100000
679	7183.29687500000
