,out_N,out_C,out_S,I_predict,out_N_simple,out_C_simple,out_S_simple
124,-0.16559474,-0.73669225,-0.659288,1.7001175,-0.21151255,-0.817607,-0.6334498
125,-0.16543432,-0.73583096,-0.66024363,2.8057334,-0.2112125,-0.8157011,-0.6332479
126,-0.16527827,-0.73496425,-0.6612036,2.9475882,-0.21088506,-0.81379884,-0.6330753
127,-0.16512662,-0.734092,-0.662168,2.4633975,-0.21053089,-0.81190073,-0.6329335
128,-0.16497946,-0.73321414,-0.6631367,2.225997,-0.21015069,-0.8100085,-0.6328237
129,-0.16483675,-0.73233104,-0.66410935,2.4740403,-0.20974508,-0.8081227,-0.63274705
130,-0.16469857,-0.7314427,-0.6650858,2.538415,-0.20931473,-0.8062446,-0.6327047
131,-0.16456486,-0.7305493,-0.66606617,1.7911799,-0.20886035,-0.80437464,-0.6326976
132,-0.16443567,-0.7296507,-0.6670502,0.6098992,-0.20838256,-0.8025137,-0.6327268
133,-0.16431089,-0.72874707,-0.6680377,0.1072848,-0.20788212,-0.8006625,-0.6327929
134,-0.16419056,-0.72783864,-0.66902834,0.88740474,-0.20735972,-0.7988213,-0.6328966
135,-0.16407457,-0.7269255,-0.6700223,2.3092449,-0.20681594,-0.7969904,-0.6330383
136,-0.16396295,-0.72600746,-0.67101955,3.1633756,-0.20625159,-0.7951702,-0.6332188
137,-0.16385552,-0.72508496,-0.6720196,2.9800434,-0.20566733,-0.7933608,-0.63343805
138,-0.16375232,-0.724158,-0.67302257,2.431601,-0.20506385,-0.7915622,-0.63369656
139,-0.16365318,-0.7232266,-0.67402816,2.388139,-0.20444186,-0.7897746,-0.6339942
140,-0.16355796,-0.7222907,-0.67503625,2.8059695,-0.20380206,-0.7879978,-0.63433135
141,-0.16346672,-0.72135067,-0.67604685,2.8113043,-0.20314515,-0.78623134,-0.63470775
142,-0.16337925,-0.7204065,-0.6770597,1.8691846,-0.20247188,-0.7844753,-0.63512325
143,-0.16329542,-0.71945816,-0.6780748,0.5908287,-0.20178296,-0.782729,-0.6355773
144,-0.16321513,-0.7185057,-0.6790919,0.15618138,-0.20107906,-0.7809922,-0.63607
145,-0.16313821,-0.7175495,-0.68011093,1.0024642,-0.2003609,-0.7792647,-0.6366006
146,-0.16306455,-0.7165895,-0.6811317,2.3274963,-0.19962923,-0.7775452,-0.6371686
147,-0.162994,-0.7156257,-0.6821545,2.9905818,-0.19888479,-0.77583367,-0.6377736
148,-0.16292642,-0.7146582,-0.6831785,2.7321887,-0.19812822,-0.7741292,-0.63841456
149,-0.16286165,-0.7136871,-0.6842041,2.283775,-0.19736025,-0.77243125,-0.6390908
150,-0.16279948,-0.71271265,-0.68523103,2.311773,-0.19658172,-0.7707389,-0.63980144
151,-0.16273981,-0.71173453,-0.68625915,2.5519323,-0.19579323,-0.7690514,-0.64054567
152,-0.16268246,-0.7107533,-0.68728834,2.2172832,-0.19499555,-0.76736796,-0.6413223
153,-0.16262724,-0.7097688,-0.68831855,1.1491563,-0.1941893,-0.7656876,-0.6421302
154,-0.162574,-0.70878094,-0.68934983,0.2245427,-0.19337535,-0.76400954,-0.64296836
155,-0.16252255,-0.7077902,-0.69038165,0.43374592,-0.1925543,-0.7623327,-0.6438357
156,-0.16247277,-0.70679635,-0.691414,1.7059819,-0.19172688,-0.7606563,-0.6447307
157,-0.16242442,-0.70579964,-0.692447,2.9247634,-0.19089387,-0.7589796,-0.6456523
158,-0.16237734,-0.7048,-0.69348055,3.1551332,-0.19005594,-0.7573013,-0.6465987
159,-0.16233139,-0.7037976,-0.6945142,2.6258779,-0.18921374,-0.75562054,-0.6475691
160,-0.16228637,-0.70279264,-0.6955482,2.301594,-0.18836802,-0.7539366,-0.64856166
161,-0.16224214,-0.7017851,-0.6965823,2.6046915,-0.18751949,-0.7522484,-0.64957505
162,-0.16219848,-0.70077485,-0.6976164,2.8867562,-0.18666886,-0.7505552,-0.6506076
163,-0.16215533,-0.69976234,-0.6986504,2.3095794,-0.18581678,-0.7488559,-0.65165806
164,-0.16211243,-0.6987476,-0.6996842,1.0301172,-0.18496394,-0.7471498,-0.65272456
165,-0.16206968,-0.6977303,-0.70071757,0.18148988,-0.18411103,-0.74543613,-0.6538058
166,-0.16202694,-0.696711,-0.70175064,0.61768925,-0.18325873,-0.743714,-0.6549
167,-0.16198401,-0.69568944,-0.7027832,1.9252772,-0.18240769,-0.74198276,-0.65600556
168,-0.16194084,-0.69466615,-0.70381504,2.8963857,-0.18155862,-0.74024147,-0.6571211
169,-0.1618972,-0.6936407,-0.70484626,2.8801591,-0.1807122,-0.73848987,-0.65824467
170,-0.161853,-0.6926135,-0.7058766,2.380964,-0.17986895,-0.7367269,-0.6593751
171,-0.16180818,-0.69158447,-0.7069061,2.2391875,-0.17902967,-0.73495257,-0.66051054
172,-0.16176255,-0.6905538,-0.70793456,2.493831,-0.17819494,-0.73316586,-0.6616492
173,-0.16171604,-0.6895215,-0.7089619,2.3842797,-0.17736539,-0.7313668,-0.66279
174,-0.16166858,-0.6884877,-0.70998806,1.4691925,-0.1765416,-0.7295546,-0.66393095
175,-0.16162007,-0.6874526,-0.7110129,0.39602906,-0.17572427,-0.72772944,-0.66507083
176,-0.16157041,-0.6864161,-0.7120363,0.2730028,-0.17491397,-0.72589064,-0.66620797
177,-0.16151956,-0.6853784,-0.7130583,1.3622506,-0.17411132,-0.7240385,-0.667341
178,-0.16146743,-0.6843395,-0.7140787,2.708398,-0.17331688,-0.72217256,-0.6684685
179,-0.16141394,-0.68329954,-0.7150975,3.195114,-0.17253126,-0.720293,-0.6695888
180,-0.16135916,-0.6822585,-0.7161145,2.763091,-0.17175502,-0.71839994,-0.67070097
181,-0.16130297,-0.6812166,-0.71712965,2.3213089,-0.17098872,-0.7164936,-0.6718034
182,-0.1612454,-0.680174,-0.7181428,2.5039325,-0.17023295,-0.7145741,-0.67289484
183,-0.16118643,-0.67913055,-0.71915406,2.8537414,-0.16948827,-0.7126418,-0.6739743
184,-0.161126,-0.67808664,-0.72016317,2.4628196,-0.16875511,-0.71069705,-0.6750403
185,-0.16106422,-0.677042,-0.72116995,1.2543472,-0.1680341,-0.70874053,-0.6760919
186,-0.161001,-0.675997,-0.72217476,0.25959817,-0.16732578,-0.70677274,-0.67712814
187,-0.16093652,-0.67495173,-0.72317696,0.48489106,-0.16663058,-0.7047942,-0.67814773
188,-0.16087063,-0.67390597,-0.7241768,1.7331989,-0.16594897,-0.7028058,-0.6791501
189,-0.16080356,-0.67286026,-0.725174,2.8251612,-0.1652815,-0.7008084,-0.6801342
190,-0.16073526,-0.6718142,-0.72616863,2.9430504,-0.16462864,-0.6988029,-0.68109906
191,-0.16066588,-0.6707684,-0.72716045,2.449427,-0.16399084,-0.6967902,-0.6820441
192,-0.1605954,-0.6697225,-0.72814995,2.2255607,-0.16336854,-0.6947716,-0.6829689
193,-0.16052395,-0.668677,-0.72913617,2.448076,-0.1627622,-0.69274765,-0.6838725
194,-0.16045171,-0.6676316,-0.7301196,2.4015074,-0.16217224,-0.6907204,-0.6847543
195,-0.16037871,-0.6665865,-0.73109996,1.5539758,-0.16159904,-0.68869054,-0.6856143
196,-0.1603051,-0.665542,-0.7320772,0.46185496,-0.16104303,-0.68665963,-0.6864516
197,-0.160231,-0.664498,-0.7330514,0.2581302,-0.16050464,-0.68462914,-0.6872663
198,-0.1601565,-0.6634547,-0.73402226,1.2988822,-0.15998417,-0.6826005,-0.68805796
199,-0.16008182,-0.66241205,-0.7349898,2.6675947,-0.15948206,-0.6805752,-0.6888263
200,-0.16000701,-0.66137034,-0.73595405,3.1997464,-0.15899864,-0.678555,-0.68957144
201,-0.1599323,-0.6603292,-0.73691475,2.7811377,-0.15853427,-0.6765415,-0.69029313
202,-0.15985791,-0.6592895,-0.7378719,2.3230581,-0.15808918,-0.67453647,-0.6909917
203,-0.15978387,-0.6582506,-0.73882544,2.4899218,-0.1576638,-0.6725416,-0.69166696
204,-0.15971048,-0.657213,-0.7397753,2.8300445,-0.15725839,-0.6705587,-0.6923194
205,-0.15963782,-0.6561765,-0.7407214,2.4264214,-0.15687326,-0.6685896,-0.692949
206,-0.15956616,-0.6551416,-0.7416637,1.2187127,-0.15650871,-0.66663617,-0.6935563
207,-0.15949564,-0.65410805,-0.74260205,0.26514775,-0.15616493,-0.66470045,-0.6941415
208,-0.15942644,-0.653076,-0.74353665,0.5523971,-0.15584223,-0.6627843,-0.69470525
209,-0.15935881,-0.6520454,-0.74446696,1.8186438,-0.15554082,-0.66088957,-0.6952478
210,-0.15929297,-0.6510168,-0.74539346,2.8571723,-0.15526094,-0.6590183,-0.69577
211,-0.15922904,-0.6499897,-0.74631566,2.910362,-0.15500282,-0.6571725,-0.69627255
212,-0.1591673,-0.6489649,-0.74723357,2.4163318,-0.1547666,-0.6553541,-0.696756
213,-0.15910791,-0.64794177,-0.74814725,2.2390227,-0.1545525,-0.65356517,-0.6972209
214,-0.15905102,-0.6469208,-0.7490567,2.4599953,-0.15436076,-0.65180755,-0.6976683
215,-0.158997,-0.64590186,-0.74996173,2.329318,-0.1541914,-0.65008324,-0.6980991
216,-0.15894592,-0.644885,-0.7508622,1.4151617,-0.1540447,-0.64839417,-0.69851404
217,-0.15889801,-0.6438708,-0.7517582,0.39345795,-0.1539207,-0.64674234,-0.69891423
218,-0.15885355,-0.64285874,-0.75264966,0.36492512,-0.15381953,-0.6451295,-0.6993006
219,-0.15881257,-0.6418491,-0.75353634,1.5099034,-0.15374136,-0.6435576,-0.6996741
220,-0.15877546,-0.64084196,-0.7544186,2.798017,-0.15368618,-0.6420285,-0.70003587
221,-0.1587423,-0.6398376,-0.75529593,3.1615195,-0.15365413,-0.640544,-0.700387
222,-0.15871331,-0.6388359,-0.7561686,2.680703,-0.15364526,-0.6391057,-0.7007287
223,-0.15868868,-0.63783693,-0.7570362,2.3126605,-0.15365963,-0.63771516,-0.70106196
224,-0.15866858,-0.63684064,-0.757899,2.5571177,-0.15369722,-0.63637435,-0.7013882
225,-0.15865317,-0.63584733,-0.75875705,2.805686,-0.15375814,-0.6350846,-0.70170844
226,-0.15864266,-0.63485706,-0.7596098,2.2186801,-0.15384227,-0.6338476,-0.7020239
227,-0.1586372,-0.6338698,-0.76045775,0.9755772,-0.15394972,-0.6326645,-0.70233583
228,-0.15863685,-0.63288575,-0.7613007,0.23498932,-0.1540804,-0.63153666,-0.70264554
229,-0.15864193,-0.6319047,-0.76213825,0.79170287,-0.15423428,-0.63046557,-0.70295423
230,-0.15865245,-0.630927,-0.7629707,2.1098013,-0.1544113,-0.6294521,-0.703263
231,-0.15866856,-0.6299526,-0.76379806,2.9536135,-0.15461141,-0.62849754,-0.7035734
232,-0.15869042,-0.62898153,-0.7646201,2.812427,-0.15483454,-0.62760276,-0.7038865
233,-0.15871808,-0.6280139,-0.7654368,2.331068,-0.15508053,-0.62676865,-0.70420355
234,-0.15875168,-0.62704974,-0.76624805,2.2781844,-0.15534931,-0.62599593,-0.7045256
235,-0.15879135,-0.6260891,-0.7670543,2.4788291,-0.15564078,-0.6252856,-0.70485413
236,-0.15883708,-0.62513214,-0.7678549,2.136667,-0.1559547,-0.6246378,-0.7051901
237,-0.15888901,-0.6241788,-0.76865,1.0885241,-0.15629098,-0.6240533,-0.7055347
238,-0.15894715,-0.6232291,-0.7694397,0.25940728,-0.15664941,-0.62353224,-0.7058892
239,-0.15901156,-0.6222834,-0.7702239,0.6202066,-0.15702987,-0.62307495,-0.7062548
240,-0.15908231,-0.62134135,-0.77100253,1.9505852,-0.15743205,-0.6226814,-0.706632
241,-0.15915936,-0.6204031,-0.7717756,3.0301323,-0.15785578,-0.6223518,-0.70702255
242,-0.15924276,-0.61946887,-0.77254313,3.058717,-0.15830085,-0.6220859,-0.7074269
243,-0.15933251,-0.61853856,-0.773305,2.5091803,-0.15876694,-0.6218835,-0.7078463
244,-0.15942863,-0.61761206,-0.7740612,2.3497016,-0.15925376,-0.62174404,-0.70828134
245,-0.159531,-0.61668986,-0.7748116,2.6974292,-0.1597611,-0.62166715,-0.7087333
246,-0.15963964,-0.6157716,-0.77555645,2.6946285,-0.16028856,-0.6216521,-0.7092026
247,-0.15975451,-0.6148575,-0.7762956,1.7661405,-0.16083589,-0.6216983,-0.70969015
248,-0.1598755,-0.6139476,-0.777029,0.5675012,-0.16140273,-0.62180454,-0.7101966
