Y,cos_delta_2,cos_delta_1Minus2,sin_delta_1Minus2,cos_delta_1Plus2,sin_delta_1Plus2,cos_delta_1,sin_delta_1
-0,0,0,0,0,0,0,0
-0.00482455341970872,-0.628179032371047,2.14165021592012,-2.78293169122782,14.1988953666736,-6.86850479131955,-8.41624893340908,-6.75141131932151
-0.12411386986456,0.0888812686040077,-0.366559813755074,-12.5236369050326,19.1097704007632,-40.9598682937473,-31.9325714572351,-17.7981706176614
-0.971944037826484,-0.704646861458096,7.71963911864685,-2.81761658717948,21.0906456345095,-1.82621145197908,-3.63722365048805,-8.56899248714347
-4.14465466465187,0.450247704049978,2.42046466749871,-3.29834437730096,4.1492687127417,-6.3149672547653,-3.28594619252904,-4.1667580589186
-37.0611881424053,0.832514298940338,-0.0709917136572386,-2.93698835675405,-1.64487053140001,-3.62252553217344,-2.95427800057315,-0.818180651156606
8.80225403762032,1.05555162139224,-1.47330724425408,-1.86865909448054,-2.39640827137249,-0.395414957789362,-1.84122001654709,0.721044573525337
4.46607169569485,1.15260597540799,-1.9622698993958,-0.555746690172608,-1.1934752577995,1.13424867684569,-0.784756610686661,1.15448639960846
3.56248481737871,1.13612266288275,-1.70302520667694,0.597723424384346,0.0763040030277231,1.25504334413865,-0.0440276758904323,1.10022292255914
3.83681369133476,1.01975015871882,-0.961818924442048,1.31668690046315,0.877309165861319,0.655465123199099,0.489173906857688,0.855091348856498
2.6541930664982,0.821276678271074,-0.0566179739709764,1.49364337629944,1.01390120998812,-0.288334352084743,0.878968734295409,0.410422891576462
1.22099870001074,0.562349813162712,0.720761819962035,1.18321446082861,0.324543395797965,-1.01521696896736,0.97003600598096,-0.244138460745744
0.198343901584481,0.267237416330674,1.16925796860712,0.558472333153037,-0.728195470736842,-0.81613555216391,0.575986820467066,-0.870923258843378
0.534264235921026,-0.0387684951338394,1.21151410889325,-0.154007794392238,-1.0912707337988,0.258626950636301,-0.21070236782326,-1.0660736290466
1.73446006859475,-0.331038872409412,0.891453104321981,-0.74058545142456,-0.270413828374852,1.11008456186278,-0.944357290792555,-0.605223580271219
2.61054734937204,-0.587218592948195,0.343224703165788,-1.05220216307806,0.886920470615389,0.739802639867531,-1.11041179032625,0.287098459604123
2.77249055696215,-0.788638718335339,-0.255992091038071,-1.03193688782378,1.05381452423894,-0.481852625017202,-0.540547346021008,1.0289881776069
2.3890213907538,-0.921438652036685,-0.735787636148627,-0.716666517739731,0.0141919775319812,-1.15468305796307,0.40877680477009,1.09474232985264
1.98116608517513,-0.977334469306121,-0.973703929574851,-0.216923553874049,-1.02999458630121,-0.49833834966172,1.08853621703034,0.420099962817818
2.21415152627245,-0.953996213276102,-0.920542520567772,0.317514242028143,-0.875514983741424,0.711895874312431,1.02810236215623,-0.53355947591264
2.47178029911047,-0.855022452054027,-0.606680020225634,0.73754222722941,0.268528633134222,1.07570800298372,0.277278665792484,-1.11044769661414
1.97302595319974,-0.689524442365527,-0.129873255331024,0.931660421816559,1.0658406414397,0.210545304027015,-0.638062167766103,-0.928869057831279
0.933236782051634,-0.471354336240283,0.371974767591543,0.852576336715741,0.632143854385206,-0.854391478559349,-1.09830042271445,-0.13680446280957
0.128511139209015,-0.218031515334671,0.757089297169094,0.528013698985223,-0.488188011473086,-0.917196934546053,-0.816849217305105,0.71487327061106
0.443484259838664,0.0505621320798549,0.917161743456719,0.0530257610804075,-1.01520947963246,0.0422206091256898,-0.0121498445818754,1.06413327923017
1.58680756791615,0.313633876479438,0.806860745016362,-0.435150278170166,-0.39544320312115,0.91292099249724,0.768029487862082,0.707105391881264
2.95472964713,0.550985348758505,0.457519026160513,-0.794357947107305,0.635742468930297,0.740726721219588,1.02130791530048,-0.094089757612076
3.15623841998198,0.744473220086479,-0.0298184392809218,-0.917739700581069,0.929385184056717,-0.241904780250288,0.606762786163772,-0.807218784345085
2.68306427133562,0.879327908226576,-0.511592731194521,-0.765800489061086,0.189407211407854,-0.928711063877704,-0.187108489616342,-0.979251637890397
2.3497697732773,0.94523922792939,-0.84276860056835,-0.380322914011072,-0.743022924373863,-0.573579325040395,-0.842178032589434,-0.515064636397984
